주제연구,https://khu-ac.zoom.us/j/4588103776,54,1,15.0,13,30,#ff608f,"주제연
구",#ff608f
주제연구,https://khu-ac.zoom.us/j/4588103776,54,3,15.0,13,30,#ff608f,"주제연
구",#ff608f
확률및랜덤변수,,18,2,15.0,10,30,#fbc02d,"확률및
랜덤변
수",#fbc02d
확률및랜덤변수,,18,4,15.0,10,30,#fbc02d,"확률및
랜덤변
수",#fbc02d
창업과기업가정신,,90,4,33.0,16,30,#9cff57,"창업과
기업가
정신",#9cff57
소프트웨어개발방법및도구,,6,5,34.0,9,30,#64d8cb,"소프트
웨어개
발방법
및도구",#64d8cb
합창의재발견,,72,5,33.0,15,0,#75a7ff,"합창의
재발견",#75a7ff
